"","drug","model.id","response_type","value"
"1364","trastuzumab","X.037.trab","AUC","885.7789"
"1365","trastuzumab","X.037.trab","survival","38.0000"
"1366","untreated","X.037.uned","mRECIST","PD"
"1367","untreated","X.037.uned","best.average.response","40.9574"
"1368","untreated","X.037.uned","slope","83.5790"
"1369","untreated","X.037.uned","AUC","498.7189"
"1370","untreated","X.037.uned","survival","90.0000"
"1371","BGJ398","X.038.BG98","mRECIST","SD"
"1372","BGJ398","X.038.BG98","best.average.response","11.3713"
"1373","BGJ398","X.038.BG98","slope","84.0802"
"1374","BGJ398","X.038.BG98","AUC","311.9083"
"1375","BGJ398","X.038.BG98","survival","24.0000"
"1376","binimetinib","X.038.biib","mRECIST","PD"
"1377","binimetinib","X.038.biib","best.average.response","12.9592"
"1378","binimetinib","X.038.biib","slope","83.9547"
"1379","binimetinib","X.038.biib","AUC","509.6654"
"1380","binimetinib","X.038.biib","survival","52.0000"
"1381","BKM120","X.038.BK20","mRECIST","SD"
"1382","BKM120","X.038.BK20","best.average.response","19.5045"
"1383","BKM120","X.038.BK20","slope","78.4444"
"1384","BKM120","X.038.BK20","AUC","387.7914"
"1385","BKM120","X.038.BK20","survival","112.0000"
"1386","BYL719","X.038.BY19","mRECIST","PD"
"1387","BYL719","X.038.BY19","best.average.response","16.9482"
"1388","BYL719","X.038.BY19","slope","83.8382"
"1389","BYL719","X.038.BY19","AUC","338.5563"
"1390","BYL719","X.038.BY19","survival","24.0000"
"1391","BYL719 + HSP990","X.038.BY19.HS90","mRECIST","PR"
"1392","BYL719 + HSP990","X.038.BY19.HS90","best.average.response","-27.1458"
"1393","BYL719 + HSP990","X.038.BY19.HS90","slope","-52.0363"
"1394","BYL719 + HSP990","X.038.BY19.HS90","AUC","183.5224"
"1395","BYL719 + HSP990","X.038.BY19.HS90","survival","97.0000"
"1396","BYL719 + LJM716","X.038.BY19.LJ16","mRECIST","PD"
"1397","BYL719 + LJM716","X.038.BY19.LJ16","best.average.response","19.8820"
"1398","BYL719 + LJM716","X.038.BY19.LJ16","slope","87.9003"
"1399","BYL719 + LJM716","X.038.BY19.LJ16","AUC","686.2547"
"1400","BYL719 + LJM716","X.038.BY19.LJ16","survival","32.0000"
"1401","CLR457","X.038.CL57","mRECIST","PD"
"1402","CLR457","X.038.CL57","best.average.response","38.8171"
"1403","CLR457","X.038.CL57","slope","84.6330"
"1404","CLR457","X.038.CL57","AUC","491.8962"
"1405","CLR457","X.038.CL57","survival","52.0000"
"1406","everolimus","X.038.evus","mRECIST","SD"
"1407","everolimus","X.038.evus","best.average.response","-19.1094"
"1408","everolimus","X.038.evus","slope","-57.2910"
"1409","everolimus","X.038.evus","AUC","187.1008"
"1410","everolimus","X.038.evus","survival","129.0000"
"1411","figitumumab","X.038.fiab","mRECIST","PD"
"1412","figitumumab","X.038.fiab","best.average.response","31.0176"
"1413","figitumumab","X.038.fiab","slope","86.0355"
"1414","figitumumab","X.038.fiab","AUC","697.2322"
"1415","figitumumab","X.038.fiab","survival","66.0000"
"1416","HDM201","X.038.HD01","mRECIST","PD"
"1417","HDM201","X.038.HD01","best.average.response","34.1078"
"1418","HDM201","X.038.HD01","slope","83.6291"
"1419","HDM201","X.038.HD01","AUC","281.9429"
"1420","HDM201","X.038.HD01","survival","14.0000"
"1421","HSP990","X.038.HS90","mRECIST","SD"
"1422","HSP990","X.038.HS90","best.average.response","10.4104"
"1423","HSP990","X.038.HS90","slope","63.8079"
"1424","HSP990","X.038.HS90","AUC","271.0729"
"1425","HSP990","X.038.HS90","survival","109.0000"
"1426","INC280","X.038.IN80","mRECIST","SD"
"1427","INC280","X.038.IN80","best.average.response","1.9314"
"1428","INC280","X.038.IN80","slope","85.8157"
"1429","INC280","X.038.IN80","AUC","535.6808"
"1430","INC280","X.038.IN80","survival","52.0000"
"1431","INC280 + trastuzumab","X.038.IN80.trab","mRECIST","PD"
"1432","INC280 + trastuzumab","X.038.IN80.trab","best.average.response","30.1032"
"1433","INC280 + trastuzumab","X.038.IN80.trab","slope","87.5503"
"1434","INC280 + trastuzumab","X.038.IN80.trab","AUC","693.6778"
"1435","INC280 + trastuzumab","X.038.IN80.trab","survival","45.0000"
"1436","LEE011","X.038.LE11","mRECIST","PD"
"1437","LEE011","X.038.LE11","best.average.response","97.8685"
"1438","LEE011","X.038.LE11","slope","87.8829"
"1439","LEE011","X.038.LE11","AUC","825.5659"
"1440","LEE011","X.038.LE11","survival","41.0000"
"1441","LEE011 + everolimus","X.038.LE11.evus","mRECIST","SD"
"1442","LEE011 + everolimus","X.038.LE11.evus","best.average.response","-22.3139"
"1443","LEE011 + everolimus","X.038.LE11.evus","slope","-66.4721"
"1444","LEE011 + everolimus","X.038.LE11.evus","AUC","176.7266"
"1445","LEE011 + everolimus","X.038.LE11.evus","survival","32.0000"
"1446","LJM716","X.038.LJ16","mRECIST","PD"
"1447","LJM716","X.038.LJ16","best.average.response","14.3947"
"1448","LJM716","X.038.LJ16","slope","86.6849"
"1449","LJM716","X.038.LJ16","AUC","699.1367"
"1450","LJM716","X.038.LJ16","survival","60.0000"
"1451","LJM716 + trastuzumab","X.038.LJ16.trab","mRECIST","PD"
"1452","LJM716 + trastuzumab","X.038.LJ16.trab","best.average.response","20.6258"
"1453","LJM716 + trastuzumab","X.038.LJ16.trab","slope","86.5910"
"1454","LJM716 + trastuzumab","X.038.LJ16.trab","AUC","659.7567"
"1455","LJM716 + trastuzumab","X.038.LJ16.trab","survival","52.0000"
"1456","LLM871","X.038.LL71","mRECIST","PD"
"1457","LLM871","X.038.LL71","best.average.response","42.7046"
"1458","LLM871","X.038.LL71","slope","88.3488"
"1459","LLM871","X.038.LL71","AUC","619.9940"
"1460","LLM871","X.038.LL71","survival","25.0000"
"1461","trastuzumab","X.038.trab","mRECIST","SD"
"1462","trastuzumab","X.038.trab","best.average.response","16.4604"
"1463","trastuzumab","X.038.trab","slope","83.0672"
"1464","trastuzumab","X.038.trab","AUC","430.2139"
"1465","trastuzumab","X.038.trab","survival","36.0000"
"1466","untreated","X.038.uned","mRECIST","PD"
"1467","untreated","X.038.uned","best.average.response","41.0156"
"1468","untreated","X.038.uned","slope","86.6211"
"1469","untreated","X.038.uned","AUC","742.9417"
"1470","untreated","X.038.uned","survival","60.0000"
"1471","BYL719","X.039.BY19","mRECIST","PD"
"1472","BYL719","X.039.BY19","best.average.response","111.0168"
"1473","BYL719","X.039.BY19","slope","88.7718"
"1474","BYL719","X.039.BY19","AUC","872.9788"
"1475","BYL719","X.039.BY19","survival","26.0000"
"1476","BYL719 + HSP990","X.039.BY19.HS90","mRECIST","PD"
"1477","BYL719 + HSP990","X.039.BY19.HS90","best.average.response","34.8068"
"1478","BYL719 + HSP990","X.039.BY19.HS90","slope","87.4066"
"1479","BYL719 + HSP990","X.039.BY19.HS90","AUC","598.0939"
"1480","BYL719 + HSP990","X.039.BY19.HS90","survival","33.0000"
"1481","BYL719 + LJM716","X.039.BY19.LJ16","mRECIST","PD"
"1482","BYL719 + LJM716","X.039.BY19.LJ16","best.average.response","28.6029"
"1483","BYL719 + LJM716","X.039.BY19.LJ16","slope","87.7413"
"1484","BYL719 + LJM716","X.039.BY19.LJ16","AUC","656.2662"
"1485","BYL719 + LJM716","X.039.BY19.LJ16","survival","34.0000"
"1486","everolimus","X.039.evus","mRECIST","SD"
"1487","everolimus","X.039.evus","best.average.response","11.6790"
"1488","everolimus","X.039.evus","slope","84.9558"
"1489","everolimus","X.039.evus","AUC","494.2075"
"1490","everolimus","X.039.evus","survival","60.0000"
"1491","HSP990","X.039.HS90","mRECIST","PD"
"1492","HSP990","X.039.HS90","best.average.response","69.3313"
"1493","HSP990","X.039.HS90","slope","88.5949"
"1494","HSP990","X.039.HS90","AUC","846.7636"
"1495","HSP990","X.039.HS90","survival","33.0000"
"1496","LEE011","X.039.LE11","mRECIST","PD"
"1497","LEE011","X.039.LE11","best.average.response","49.7511"
"1498","LEE011","X.039.LE11","slope","84.4315"
"1499","LEE011","X.039.LE11","AUC","538.0717"
"1500","LEE011","X.039.LE11","survival","67.0000"
"1501","LEE011 + everolimus","X.039.LE11.evus","mRECIST","PD"
"1502","LEE011 + everolimus","X.039.LE11.evus","best.average.response","59.9099"
"1503","LEE011 + everolimus","X.039.LE11.evus","slope","83.2370"
"1504","LEE011 + everolimus","X.039.LE11.evus","AUC","557.3618"
"1505","LEE011 + everolimus","X.039.LE11.evus","survival","55.0000"
"1506","LJM716","X.039.LJ16","mRECIST","PD"
"1507","LJM716","X.039.LJ16","best.average.response","31.4262"
"1508","LJM716","X.039.LJ16","slope","87.8562"
"1509","LJM716","X.039.LJ16","AUC","582.4375"
"1510","LJM716","X.039.LJ16","survival","28.0000"
"1511","untreated","X.039.uned","mRECIST","PD"
"1512","untreated","X.039.uned","best.average.response","92.1709"
"1513","untreated","X.039.uned","slope","88.6401"
"1514","untreated","X.039.uned","AUC","775.9042"
"1515","untreated","X.039.uned","survival","24.0000"
"1516","BYL719","X.050.BY19","mRECIST","PD"
"1517","BYL719","X.050.BY19","best.average.response","33.8747"
"1518","BYL719","X.050.BY19","slope","87.5146"
"1519","BYL719","X.050.BY19","AUC","703.0237"
"1520","BYL719","X.050.BY19","survival","38.0000"
"1521","BYL719 + HSP990","X.050.BY19.HS90","mRECIST","SD"
"1522","BYL719 + HSP990","X.050.BY19.HS90","best.average.response","12.3578"
"1523","BYL719 + HSP990","X.050.BY19.HS90","slope","86.0889"
"1524","BYL719 + HSP990","X.050.BY19.HS90","AUC","534.9357"
"1525","BYL719 + HSP990","X.050.BY19.HS90","survival","49.0000"
"1526","BYL719 + LJM716","X.050.BY19.LJ16","mRECIST","PR"
"1527","BYL719 + LJM716","X.050.BY19.LJ16","best.average.response","-65.9572"
"1528","BYL719 + LJM716","X.050.BY19.LJ16","slope","-82.2656"
"1529","BYL719 + LJM716","X.050.BY19.LJ16","AUC","72.4880"
"1530","BYL719 + LJM716","X.050.BY19.LJ16","survival","54.0000"
"1531","everolimus","X.050.evus","mRECIST","SD"
"1532","everolimus","X.050.evus","best.average.response","4.7677"
"1533","everolimus","X.050.evus","slope","83.4285"
"1534","everolimus","X.050.evus","AUC","455.3155"
"1535","everolimus","X.050.evus","survival","76.0000"
"1536","HSP990","X.050.HS90","mRECIST","PD"
"1537","HSP990","X.050.HS90","best.average.response","36.7271"
"1538","HSP990","X.050.HS90","slope","87.2634"
"1539","HSP990","X.050.HS90","AUC","659.5812"
"1540","HSP990","X.050.HS90","survival","40.0000"
"1541","LEE011","X.050.LE11","mRECIST",NA
"1542","LEE011","X.050.LE11","best.average.response","NA"
"1543","LEE011","X.050.LE11","slope","-81.2993"
"1544","LEE011","X.050.LE11","AUC","172.5071"
"1545","LEE011","X.050.LE11","survival","7.0000"
"1546","LEE011 + everolimus","X.050.LE11.evus","mRECIST","SD"
"1547","LEE011 + everolimus","X.050.LE11.evus","best.average.response","-19.4907"
"1548","LEE011 + everolimus","X.050.LE11.evus","slope","-22.2984"
"1549","LEE011 + everolimus","X.050.LE11.evus","AUC","216.0036"
"1550","LEE011 + everolimus","X.050.LE11.evus","survival","86.0000"
"1551","LJM716","X.050.LJ16","mRECIST","SD"
"1552","LJM716","X.050.LJ16","best.average.response","-5.1506"
"1553","LJM716","X.050.LJ16","slope","64.3352"
"1554","LJM716","X.050.LJ16","AUC","295.6883"
"1555","LJM716","X.050.LJ16","survival","77.0000"
"1556","untreated","X.050.uned","mRECIST","PD"
"1557","untreated","X.050.uned","best.average.response","45.9729"
"1558","untreated","X.050.uned","slope","88.1729"
"1559","untreated","X.050.uned","AUC","925.8467"
"1560","untreated","X.050.uned","survival","46.0000"
"1561","BGJ398","X.056.BG98","mRECIST","PD"
"1562","BGJ398","X.056.BG98","best.average.response","25.8998"
"1563","BGJ398","X.056.BG98","slope","87.2071"
"1564","BGJ398","X.056.BG98","AUC","677.4813"
"1565","BGJ398","X.056.BG98","survival","48.0000"
"1566","binimetinib","X.056.biib","mRECIST","PR"
"1567","binimetinib","X.056.biib","best.average.response","-48.6111"
"1568","binimetinib","X.056.biib","slope","-74.9867"
"1569","binimetinib","X.056.biib","AUC","113.8233"
"1570","binimetinib","X.056.biib","survival","158.0000"
"1571","BKM120","X.056.BK20","mRECIST","SD"
"1572","BKM120","X.056.BK20","best.average.response","-2.8674"
"1573","BKM120","X.056.BK20","slope","47.3569"
"1574","BKM120","X.056.BK20","AUC","243.8602"
"1575","BKM120","X.056.BK20","survival","44.0000"
"1576","BYL719","X.056.BY19","mRECIST","SD"
"1577","BYL719","X.056.BY19","best.average.response","15.5488"
"1578","BYL719","X.056.BY19","slope","70.1901"
"1579","BYL719","X.056.BY19","AUC","287.9289"
"1580","BYL719","X.056.BY19","survival","38.0000"
"1581","BYL719 + HSP990","X.056.BY19.HS90","mRECIST","SD"
"1582","BYL719 + HSP990","X.056.BY19.HS90","best.average.response","-1.5965"
"1583","BYL719 + HSP990","X.056.BY19.HS90","slope","49.5506"
"1584","BYL719 + HSP990","X.056.BY19.HS90","AUC","242.5696"
"1585","BYL719 + HSP990","X.056.BY19.HS90","survival","28.0000"
"1586","BYL719 + LJM716","X.056.BY19.LJ16","mRECIST","SD"
"1587","BYL719 + LJM716","X.056.BY19.LJ16","best.average.response","8.0086"
"1588","BYL719 + LJM716","X.056.BY19.LJ16","slope","78.1587"
"1589","BYL719 + LJM716","X.056.BY19.LJ16","AUC","379.9158"
"1590","BYL719 + LJM716","X.056.BY19.LJ16","survival","78.0000"
"1591","CLR457","X.056.CL57","mRECIST","SD"
"1592","CLR457","X.056.CL57","best.average.response","16.7200"
"1593","CLR457","X.056.CL57","slope","84.7329"
"1594","CLR457","X.056.CL57","AUC","446.6446"
"1595","CLR457","X.056.CL57","survival","28.0000"
"1596","everolimus","X.056.evus","mRECIST","SD"
"1597","everolimus","X.056.evus","best.average.response","13.4398"
"1598","everolimus","X.056.evus","slope","83.6515"
"1599","everolimus","X.056.evus","AUC","335.8594"
"1600","everolimus","X.056.evus","survival","32.0000"
"1601","figitumumab","X.056.fiab","mRECIST","PD"
"1602","figitumumab","X.056.fiab","best.average.response","23.3045"
"1603","figitumumab","X.056.fiab","slope","79.6226"
"1604","figitumumab","X.056.fiab","AUC","407.7164"
"1605","figitumumab","X.056.fiab","survival","209.0000"
"1606","HDM201","X.056.HD01","mRECIST","PD"
"1607","HDM201","X.056.HD01","best.average.response","31.2972"
"1608","HDM201","X.056.HD01","slope","85.3611"
"1609","HDM201","X.056.HD01","AUC","391.7558"
"1610","HDM201","X.056.HD01","survival","26.0000"
"1611","HSP990","X.056.HS90","mRECIST","PD"
"1612","HSP990","X.056.HS90","best.average.response","37.7048"
"1613","HSP990","X.056.HS90","slope","87.1896"
"1614","HSP990","X.056.HS90","AUC","602.0924"
"1615","HSP990","X.056.HS90","survival","33.0000"
"1616","INC280","X.056.IN80","mRECIST","SD"
"1617","INC280","X.056.IN80","best.average.response","-0.2975"
"1618","INC280","X.056.IN80","slope","86.1910"
"1619","INC280","X.056.IN80","AUC","543.2837"
"1620","INC280","X.056.IN80","survival","49.0000"
"1621","INC280 + trastuzumab","X.056.IN80.trab","mRECIST","PD"
"1622","INC280 + trastuzumab","X.056.IN80.trab","best.average.response","16.3048"
"1623","INC280 + trastuzumab","X.056.IN80.trab","slope","78.6098"
"1624","INC280 + trastuzumab","X.056.IN80.trab","AUC","389.2183"
"1625","INC280 + trastuzumab","X.056.IN80.trab","survival","60.0000"
"1626","LEE011","X.056.LE11","mRECIST","PR"
"1627","LEE011","X.056.LE11","best.average.response","-38.2897"
"1628","LEE011","X.056.LE11","slope","-77.5326"
"1629","LEE011","X.056.LE11","AUC","172.0422"
"1630","LEE011","X.056.LE11","survival","194.0000"
"1631","LEE011 + everolimus","X.056.LE11.evus","mRECIST","SD"
"1632","LEE011 + everolimus","X.056.LE11.evus","best.average.response","4.8959"
"1633","LEE011 + everolimus","X.056.LE11.evus","slope","61.6712"
"1634","LEE011 + everolimus","X.056.LE11.evus","AUC","222.1273"
"1635","LEE011 + everolimus","X.056.LE11.evus","survival","22.0000"
"1636","LJM716","X.056.LJ16","mRECIST","PD"
"1637","LJM716","X.056.LJ16","best.average.response","20.5710"
"1638","LJM716","X.056.LJ16","slope","86.9594"
"1639","LJM716","X.056.LJ16","AUC","548.7721"
"1640","LJM716","X.056.LJ16","survival","34.0000"
"1641","LJM716 + trastuzumab","X.056.LJ16.trab","mRECIST","PD"
"1642","LJM716 + trastuzumab","X.056.LJ16.trab","best.average.response","31.7365"
"1643","LJM716 + trastuzumab","X.056.LJ16.trab","slope","80.9229"
"1644","LJM716 + trastuzumab","X.056.LJ16.trab","AUC","367.6740"
"1645","LJM716 + trastuzumab","X.056.LJ16.trab","survival","48.0000"
"1646","LLM871","X.056.LL71","mRECIST","PD"
"1647","LLM871","X.056.LL71","best.average.response","27.6144"
"1648","LLM871","X.056.LL71","slope","85.9663"
"1649","LLM871","X.056.LL71","AUC","700.0336"
"1650","LLM871","X.056.LL71","survival","85.0000"
"1651","trastuzumab","X.056.trab","mRECIST","SD"
"1652","trastuzumab","X.056.trab","best.average.response","6.4936"
"1653","trastuzumab","X.056.trab","slope","85.8997"
"1654","trastuzumab","X.056.trab","AUC","570.3324"
"1655","trastuzumab","X.056.trab","survival","54.0000"
"1656","untreated","X.056.uned","mRECIST","PD"
"1657","untreated","X.056.uned","best.average.response","42.1815"
"1658","untreated","X.056.uned","slope","87.1029"
"1659","untreated","X.056.uned","AUC","815.1653"
"1660","untreated","X.056.uned","survival","66.0000"
"1661","BGJ398","X.057.BG98","mRECIST","PD"
"1662","BGJ398","X.057.BG98","best.average.response","40.0378"
"1663","BGJ398","X.057.BG98","slope","87.9901"
"1664","BGJ398","X.057.BG98","AUC","441.9806"
"1665","BGJ398","X.057.BG98","survival","18.0000"
"1666","binimetinib","X.057.biib","mRECIST","PD"
"1667","binimetinib","X.057.biib","best.average.response","24.4009"
"1668","binimetinib","X.057.biib","slope","87.0108"
"1669","binimetinib","X.057.biib","AUC","408.4036"
"1670","binimetinib","X.057.biib","survival","14.0000"
"1671","BKM120","X.057.BK20","mRECIST","SD"
"1672","BKM120","X.057.BK20","best.average.response","-3.8462"
"1673","BKM120","X.057.BK20","slope","69.6468"
"1674","BKM120","X.057.BK20","AUC","259.5583"
"1675","BKM120","X.057.BK20","survival","36.0000"
"1676","BYL719","X.057.BY19","mRECIST","PD"
"1677","BYL719","X.057.BY19","best.average.response","11.9143"
"1678","BYL719","X.057.BY19","slope","82.8058"
"1679","BYL719","X.057.BY19","AUC","382.9320"
"1680","BYL719","X.057.BY19","survival","25.0000"
"1681","BYL719 + HSP990","X.057.BY19.HS90","mRECIST","SD"
"1682","BYL719 + HSP990","X.057.BY19.HS90","best.average.response","-19.1046"
"1683","BYL719 + HSP990","X.057.BY19.HS90","slope","35.0346"
"1684","BYL719 + HSP990","X.057.BY19.HS90","AUC","197.3379"
"1685","BYL719 + HSP990","X.057.BY19.HS90","survival","33.0000"
"1686","BYL719 + LJM716","X.057.BY19.LJ16","mRECIST","SD"
"1687","BYL719 + LJM716","X.057.BY19.LJ16","best.average.response","-4.2051"
"1688","BYL719 + LJM716","X.057.BY19.LJ16","slope","73.1949"
"1689","BYL719 + LJM716","X.057.BY19.LJ16","AUC","303.1197"
"1690","BYL719 + LJM716","X.057.BY19.LJ16","survival","33.0000"
"1691","CLR457","X.057.CL57","mRECIST","SD"
"1692","CLR457","X.057.CL57","best.average.response","8.5084"
"1693","CLR457","X.057.CL57","slope","73.0405"
"1694","CLR457","X.057.CL57","AUC","289.3431"
"1695","CLR457","X.057.CL57","survival","29.0000"
"1696","everolimus","X.057.evus","mRECIST","SD"
"1697","everolimus","X.057.evus","best.average.response","3.5878"
"1698","everolimus","X.057.evus","slope","67.6635"
"1699","everolimus","X.057.evus","AUC","262.2051"
"1700","everolimus","X.057.evus","survival","39.0000"
"1701","figitumumab","X.057.fiab","mRECIST","PD"
"1702","figitumumab","X.057.fiab","best.average.response","50.9534"
"1703","figitumumab","X.057.fiab","slope","88.1386"
"1704","figitumumab","X.057.fiab","AUC","543.5200"
"1705","figitumumab","X.057.fiab","survival","25.0000"
"1706","HDM201","X.057.HD01","mRECIST","PD"
