"model.id","tissue","tissue.name","patient.id","drug","tested"
"X.171.HS90","X.171.HS90","GC","Gastric Cancer","X-171","HSP990","TRUE"
"X.171.IN80","X.171.IN80","GC","Gastric Cancer","X-171","INC280","TRUE"
"X.171.LE11","X.171.LE11","GC","Gastric Cancer","X-171","LEE011","TRUE"
"X.171.LE11.evus","X.171.LE11.evus","GC","Gastric Cancer","X-171","LEE011 + everolimus","TRUE"
"X.171.LJ16","X.171.LJ16","GC","Gastric Cancer","X-171","LJM716","TRUE"
"X.171.LJ16.trab","X.171.LJ16.trab","GC","Gastric Cancer","X-171","LJM716 + trastuzumab","TRUE"
"X.171.LL71","X.171.LL71","GC","Gastric Cancer","X-171","LLM871","TRUE"
"X.171.trab","X.171.trab","GC","Gastric Cancer","X-171","trastuzumab","TRUE"
"X.171.uned","X.171.uned","GC","Gastric Cancer","X-171","untreated","TRUE"
"X.177.BY19.HS90","X.177.BY19.HS90","GC","Gastric Cancer","X-177","BYL719 + HSP990","TRUE"
"X.177.BY19.LJ16","X.177.BY19.LJ16","GC","Gastric Cancer","X-177","BYL719 + LJM716","TRUE"
"X.177.evus","X.177.evus","GC","Gastric Cancer","X-177","everolimus","TRUE"
"X.177.HS90","X.177.HS90","GC","Gastric Cancer","X-177","HSP990","TRUE"
"X.177.LE11","X.177.LE11","GC","Gastric Cancer","X-177","LEE011","TRUE"
"X.177.LE11.evus","X.177.LE11.evus","GC","Gastric Cancer","X-177","LEE011 + everolimus","TRUE"
"X.177.LJ16","X.177.LJ16","GC","Gastric Cancer","X-177","LJM716","TRUE"
"X.177.uned","X.177.uned","GC","Gastric Cancer","X-177","untreated","TRUE"
"1","X.007.untreated","GC","","X-007","untreated","FALSE"
"11","X.011.untreated","GC","","X-011","untreated","FALSE"
"12","X.017.LEE011 + everolimus","GC","","X-017","LEE011 + everolimus","FALSE"
"13","X.023.BGJ398","GC","","X-023","BGJ398","FALSE"
"14","X.023.binimetinib","GC","","X-023","binimetinib","FALSE"
"15","X.023.BKM120","GC","","X-023","BKM120","FALSE"
"16","X.023.CLR457","GC","","X-023","CLR457","FALSE"
"17","X.023.figitumumab","GC","","X-023","figitumumab","FALSE"
"18","X.023.HDM201","GC","","X-023","HDM201","FALSE"
"19","X.023.INC280","GC","","X-023","INC280","FALSE"
"110","X.023.INC280 + trastuzumab","GC","","X-023","INC280 + trastuzumab","FALSE"
"111","X.023.LJM716 + trastuzumab","GC","","X-023","LJM716 + trastuzumab","FALSE"
"112","X.023.LLM871","GC","","X-023","LLM871","FALSE"
"113","X.023.trastuzumab","GC","","X-023","trastuzumab","FALSE"
"114","X.024.BGJ398","GC","","X-024","BGJ398","FALSE"
"115","X.024.binimetinib","GC","","X-024","binimetinib","FALSE"
"116","X.024.BKM120","GC","","X-024","BKM120","FALSE"
"117","X.024.CLR457","GC","","X-024","CLR457","FALSE"
"118","X.024.figitumumab","GC","","X-024","figitumumab","FALSE"
"119","X.024.HDM201","GC","","X-024","HDM201","FALSE"
"120","X.024.INC280","GC","","X-024","INC280","FALSE"
"121","X.024.INC280 + trastuzumab","GC","","X-024","INC280 + trastuzumab","FALSE"
"122","X.024.LJM716 + trastuzumab","GC","","X-024","LJM716 + trastuzumab","FALSE"
"123","X.024.LLM871","GC","","X-024","LLM871","FALSE"
"124","X.024.trastuzumab","GC","","X-024","trastuzumab","FALSE"
"125","X.025.LLM871","GC","","X-025","LLM871","FALSE"
"126","X.027.BGJ398","GC","","X-027","BGJ398","FALSE"
"127","X.027.binimetinib","GC","","X-027","binimetinib","FALSE"
"128","X.027.BYL719 + LJM716","GC","","X-027","BYL719 + LJM716","FALSE"
"129","X.027.everolimus","GC","","X-027","everolimus","FALSE"
"130","X.027.HSP990","GC","","X-027","HSP990","FALSE"
"131","X.027.INC280","GC","","X-027","INC280","FALSE"
"132","X.027.INC280 + trastuzumab","GC","","X-027","INC280 + trastuzumab","FALSE"
"133","X.027.LEE011 + everolimus","GC","","X-027","LEE011 + everolimus","FALSE"
"134","X.027.LJM716 + trastuzumab","GC","","X-027","LJM716 + trastuzumab","FALSE"
"135","X.027.untreated","GC","","X-027","untreated","FALSE"
"136","X.028.untreated","GC","","X-028","untreated","FALSE"
"137","X.029.LEE011 + everolimus","GC","","X-029","LEE011 + everolimus","FALSE"
"138","X.029.LJM716","GC","","X-029","LJM716","FALSE"
"139","X.029.untreated","GC","","X-029","untreated","FALSE"
"140","X.031.BYL719 + LJM716","GC","","X-031","BYL719 + LJM716","FALSE"
"141","X.034.untreated","GC","","X-034","untreated","FALSE"
"142","X.035.CLR457","GC","","X-035","CLR457","FALSE"
"143","X.035.INC280","GC","","X-035","INC280","FALSE"
"144","X.035.untreated","GC","","X-035","untreated","FALSE"
"145","X.037.BYL719 + LJM716","GC","","X-037","BYL719 + LJM716","FALSE"
"146","X.039.BGJ398","GC","","X-039","BGJ398","FALSE"
"147","X.039.binimetinib","GC","","X-039","binimetinib","FALSE"
"148","X.039.BKM120","GC","","X-039","BKM120","FALSE"
"149","X.039.CLR457","GC","","X-039","CLR457","FALSE"
"150","X.039.figitumumab","GC","","X-039","figitumumab","FALSE"
"151","X.039.HDM201","GC","","X-039","HDM201","FALSE"
"152","X.039.INC280","GC","","X-039","INC280","FALSE"
"153","X.039.INC280 + trastuzumab","GC","","X-039","INC280 + trastuzumab","FALSE"
"154","X.039.LJM716 + trastuzumab","GC","","X-039","LJM716 + trastuzumab","FALSE"
"155","X.039.LLM871","GC","","X-039","LLM871","FALSE"
"156","X.039.trastuzumab","GC","","X-039","trastuzumab","FALSE"
"157","X.050.BGJ398","GC","","X-050","BGJ398","FALSE"
"158","X.050.binimetinib","GC","","X-050","binimetinib","FALSE"
"159","X.050.BKM120","GC","","X-050","BKM120","FALSE"
"160","X.050.CLR457","GC","","X-050","CLR457","FALSE"
"161","X.050.figitumumab","GC","","X-050","figitumumab","FALSE"
"162","X.050.HDM201","GC","","X-050","HDM201","FALSE"
"163","X.050.INC280","GC","","X-050","INC280","FALSE"
"164","X.050.INC280 + trastuzumab","GC","","X-050","INC280 + trastuzumab","FALSE"
"165","X.050.LJM716 + trastuzumab","GC","","X-050","LJM716 + trastuzumab","FALSE"
"166","X.050.LLM871","GC","","X-050","LLM871","FALSE"
"167","X.050.trastuzumab","GC","","X-050","trastuzumab","FALSE"
"168","X.057.untreated","GC","","X-057","untreated","FALSE"
"169","X.064.untreated","GC","","X-064","untreated","FALSE"
"170","X.067.untreated","GC","","X-067","untreated","FALSE"
"171","X.074.BGJ398","GC","","X-074","BGJ398","FALSE"
"172","X.074.binimetinib","GC","","X-074","binimetinib","FALSE"
"173","X.074.BKM120","GC","","X-074","BKM120","FALSE"
"174","X.074.CLR457","GC","","X-074","CLR457","FALSE"
"175","X.074.figitumumab","GC","","X-074","figitumumab","FALSE"
"176","X.074.HDM201","GC","","X-074","HDM201","FALSE"
"177","X.074.INC280","GC","","X-074","INC280","FALSE"
"178","X.074.INC280 + trastuzumab","GC","","X-074","INC280 + trastuzumab","FALSE"
"179","X.074.LJM716 + trastuzumab","GC","","X-074","LJM716 + trastuzumab","FALSE"
"180","X.074.LLM871","GC","","X-074","LLM871","FALSE"
"181","X.074.trastuzumab","GC","","X-074","trastuzumab","FALSE"
"182","X.075.untreated","GC","","X-075","untreated","FALSE"
"183","X.077.LLM871","GC","","X-077","LLM871","FALSE"
"184","X.078.BGJ398","GC","","X-078","BGJ398","FALSE"
"185","X.078.binimetinib","GC","","X-078","binimetinib","FALSE"
"186","X.078.BKM120","GC","","X-078","BKM120","FALSE"
"187","X.078.CLR457","GC","","X-078","CLR457","FALSE"
"188","X.078.figitumumab","GC","","X-078","figitumumab","FALSE"
"189","X.078.HDM201","GC","","X-078","HDM201","FALSE"
"190","X.078.INC280","GC","","X-078","INC280","FALSE"
"191","X.078.INC280 + trastuzumab","GC","","X-078","INC280 + trastuzumab","FALSE"
"192","X.078.LJM716 + trastuzumab","GC","","X-078","LJM716 + trastuzumab","FALSE"
"193","X.078.LLM871","GC","","X-078","LLM871","FALSE"
"194","X.078.trastuzumab","GC","","X-078","trastuzumab","FALSE"
"195","X.084.untreated","GC","","X-084","untreated","FALSE"
"196","X.089.BYL719 + LJM716","GC","","X-089","BYL719 + LJM716","FALSE"
"197","X.089.CLR457","GC","","X-089","CLR457","FALSE"
"198","X.089.INC280","GC","","X-089","INC280","FALSE"
"199","X.089.INC280 + trastuzumab","GC","","X-089","INC280 + trastuzumab","FALSE"
"1100","X.089.untreated","GC","","X-089","untreated","FALSE"
"1101","X.090.untreated","GC","","X-090","untreated","FALSE"
"1102","X.096.BKM120","GC","","X-096","BKM120","FALSE"
"1103","X.097.untreated","GC","","X-097","untreated","FALSE"
"1104","X.099.BKM120","GC","","X-099","BKM120","FALSE"
"1105","X.099.BYL719","GC","","X-099","BYL719","FALSE"
"1106","X.099.everolimus","GC","","X-099","everolimus","FALSE"
"1107","X.099.untreated","GC","","X-099","untreated","FALSE"
"1108","X.101.BGJ398","GC","","X-101","BGJ398","FALSE"
"1109","X.101.binimetinib","GC","","X-101","binimetinib","FALSE"
"1110","X.101.BKM120","GC","","X-101","BKM120","FALSE"
"1111","X.101.CLR457","GC","","X-101","CLR457","FALSE"
"1112","X.101.figitumumab","GC","","X-101","figitumumab","FALSE"
"1113","X.101.HDM201","GC","","X-101","HDM201","FALSE"
"1114","X.101.INC280","GC","","X-101","INC280","FALSE"
"1115","X.101.INC280 + trastuzumab","GC","","X-101","INC280 + trastuzumab","FALSE"
"1116","X.101.LJM716 + trastuzumab","GC","","X-101","LJM716 + trastuzumab","FALSE"
"1117","X.101.LLM871","GC","","X-101","LLM871","FALSE"
"1118","X.101.trastuzumab","GC","","X-101","trastuzumab","FALSE"
"1119","X.102.binimetinib","GC","","X-102","binimetinib","FALSE"
"1120","X.102.everolimus","GC","","X-102","everolimus","FALSE"
"1121","X.102.figitumumab","GC","","X-102","figitumumab","FALSE"
"1122","X.102.HDM201","GC","","X-102","HDM201","FALSE"
"1123","X.102.LEE011 + everolimus","GC","","X-102","LEE011 + everolimus","FALSE"
"1124","X.102.trastuzumab","GC","","X-102","trastuzumab","FALSE"
"1125","X.102.untreated","GC","","X-102","untreated","FALSE"
"1126","X.105.BGJ398","GC","","X-105","BGJ398","FALSE"
"1127","X.105.binimetinib","GC","","X-105","binimetinib","FALSE"
"1128","X.105.BKM120","GC","","X-105","BKM120","FALSE"
"1129","X.105.CLR457","GC","","X-105","CLR457","FALSE"
"1130","X.105.figitumumab","GC","","X-105","figitumumab","FALSE"
"1131","X.105.HDM201","GC","","X-105","HDM201","FALSE"
"1132","X.105.INC280","GC","","X-105","INC280","FALSE"
"1133","X.105.INC280 + trastuzumab","GC","","X-105","INC280 + trastuzumab","FALSE"
"1134","X.105.LJM716 + trastuzumab","GC","","X-105","LJM716 + trastuzumab","FALSE"
"1135","X.105.LLM871","GC","","X-105","LLM871","FALSE"
"1136","X.105.trastuzumab","GC","","X-105","trastuzumab","FALSE"
"1137","X.114.BGJ398","GC","","X-114","BGJ398","FALSE"
"1138","X.114.figitumumab","GC","","X-114","figitumumab","FALSE"
"1139","X.114.trastuzumab","GC","","X-114","trastuzumab","FALSE"
"1140","X.118.untreated","GC","","X-118","untreated","FALSE"
"1141","X.119.untreated","GC","","X-119","untreated","FALSE"
"1142","X.127.untreated","GC","","X-127","untreated","FALSE"
"1143","X.128.untreated","GC","","X-128","untreated","FALSE"
"1144","X.131.untreated","GC","","X-131","untreated","FALSE"
"1145","X.135.BGJ398","GC","","X-135","BGJ398","FALSE"
"1146","X.135.binimetinib","GC","","X-135","binimetinib","FALSE"
"1147","X.135.BKM120","GC","","X-135","BKM120","FALSE"
"1148","X.135.CLR457","GC","","X-135","CLR457","FALSE"
"1149","X.135.figitumumab","GC","","X-135","figitumumab","FALSE"
"1150","X.135.HDM201","GC","","X-135","HDM201","FALSE"
"1151","X.135.INC280","GC","","X-135","INC280","FALSE"
"1152","X.135.INC280 + trastuzumab","GC","","X-135","INC280 + trastuzumab","FALSE"
"1153","X.135.LJM716 + trastuzumab","GC","","X-135","LJM716 + trastuzumab","FALSE"
"1154","X.135.LLM871","GC","","X-135","LLM871","FALSE"
"1155","X.135.trastuzumab","GC","","X-135","trastuzumab","FALSE"
"1156","X.136.BGJ398","GC","","X-136","BGJ398","FALSE"
"1157","X.136.binimetinib","GC","","X-136","binimetinib","FALSE"
"1158","X.136.BKM120","GC","","X-136","BKM120","FALSE"
"1159","X.136.CLR457","GC","","X-136","CLR457","FALSE"
"1160","X.136.figitumumab","GC","","X-136","figitumumab","FALSE"
"1161","X.136.HDM201","GC","","X-136","HDM201","FALSE"
"1162","X.136.INC280","GC","","X-136","INC280","FALSE"
"1163","X.136.INC280 + trastuzumab","GC","","X-136","INC280 + trastuzumab","FALSE"
"1164","X.136.LJM716 + trastuzumab","GC","","X-136","LJM716 + trastuzumab","FALSE"
"1165","X.136.LLM871","GC","","X-136","LLM871","FALSE"
"1166","X.136.trastuzumab","GC","","X-136","trastuzumab","FALSE"
"1167","X.137.BGJ398","GC","","X-137","BGJ398","FALSE"
"1168","X.137.binimetinib","GC","","X-137","binimetinib","FALSE"
"1169","X.137.BKM120","GC","","X-137","BKM120","FALSE"
"1170","X.137.CLR457","GC","","X-137","CLR457","FALSE"
"1171","X.137.figitumumab","GC","","X-137","figitumumab","FALSE"
"1172","X.137.HDM201","GC","","X-137","HDM201","FALSE"
"1173","X.137.INC280","GC","","X-137","INC280","FALSE"
"1174","X.137.INC280 + trastuzumab","GC","","X-137","INC280 + trastuzumab","FALSE"
"1175","X.137.LJM716 + trastuzumab","GC","","X-137","LJM716 + trastuzumab","FALSE"
"1176","X.137.LLM871","GC","","X-137","LLM871","FALSE"
"1177","X.137.trastuzumab","GC","","X-137","trastuzumab","FALSE"
"1178","X.138.untreated","GC","","X-138","untreated","FALSE"
"1179","X.141.BGJ398","GC","","X-141","BGJ398","FALSE"
"1180","X.141.binimetinib","GC","","X-141","binimetinib","FALSE"
"1181","X.141.BKM120","GC","","X-141","BKM120","FALSE"
"1182","X.141.CLR457","GC","","X-141","CLR457","FALSE"
"1183","X.141.figitumumab","GC","","X-141","figitumumab","FALSE"
"1184","X.141.HDM201","GC","","X-141","HDM201","FALSE"
"1185","X.141.INC280","GC","","X-141","INC280","FALSE"
"1186","X.141.INC280 + trastuzumab","GC","","X-141","INC280 + trastuzumab","FALSE"
"1187","X.141.LJM716 + trastuzumab","GC","","X-141","LJM716 + trastuzumab","FALSE"
"1188","X.141.LLM871","GC","","X-141","LLM871","FALSE"
"1189","X.141.trastuzumab","GC","","X-141","trastuzumab","FALSE"
"1190","X.142.BGJ398","GC","","X-142","BGJ398","FALSE"
"1191","X.142.binimetinib","GC","","X-142","binimetinib","FALSE"
"1192","X.142.BKM120","GC","","X-142","BKM120","FALSE"
"1193","X.142.CLR457","GC","","X-142","CLR457","FALSE"
"1194","X.142.figitumumab","GC","","X-142","figitumumab","FALSE"
"1195","X.142.HDM201","GC","","X-142","HDM201","FALSE"
"1196","X.142.INC280","GC","","X-142","INC280","FALSE"
"1197","X.142.INC280 + trastuzumab","GC","","X-142","INC280 + trastuzumab","FALSE"
"1198","X.142.LEE011 + everolimus","GC","","X-142","LEE011 + everolimus","FALSE"
"1199","X.142.LJM716 + trastuzumab","GC","","X-142","LJM716 + trastuzumab","FALSE"
"1200","X.142.LLM871","GC","","X-142","LLM871","FALSE"
"1201","X.142.trastuzumab","GC","","X-142","trastuzumab","FALSE"
"1202","X.144.BGJ398","GC","","X-144","BGJ398","FALSE"
"1203","X.144.binimetinib","GC","","X-144","binimetinib","FALSE"
"1204","X.144.BKM120","GC","","X-144","BKM120","FALSE"
"1205","X.144.BYL719","GC","","X-144","BYL719","FALSE"
"1206","X.144.CLR457","GC","","X-144","CLR457","FALSE"
"1207","X.144.figitumumab","GC","","X-144","figitumumab","FALSE"
"1208","X.144.HDM201","GC","","X-144","HDM201","FALSE"
"1209","X.144.INC280","GC","","X-144","INC280","FALSE"
"1210","X.144.INC280 + trastuzumab","GC","","X-144","INC280 + trastuzumab","FALSE"
"1211","X.144.LJM716 + trastuzumab","GC","","X-144","LJM716 + trastuzumab","FALSE"
"1212","X.144.LLM871","GC","","X-144","LLM871","FALSE"
"1213","X.144.trastuzumab","GC","","X-144","trastuzumab","FALSE"
"1214","X.146.BGJ398","GC","","X-146","BGJ398","FALSE"
"1215","X.146.binimetinib","GC","","X-146","binimetinib","FALSE"
"1216","X.146.BKM120","GC","","X-146","BKM120","FALSE"
"1217","X.146.CLR457","GC","","X-146","CLR457","FALSE"
"1218","X.146.everolimus","GC","","X-146","everolimus","FALSE"
"1219","X.146.figitumumab","GC","","X-146","figitumumab","FALSE"
"1220","X.146.HDM201","GC","","X-146","HDM201","FALSE"
"1221","X.146.INC280","GC","","X-146","INC280","FALSE"
"1222","X.146.INC280 + trastuzumab","GC","","X-146","INC280 + trastuzumab","FALSE"
"1223","X.146.LJM716 + trastuzumab","GC","","X-146","LJM716 + trastuzumab","FALSE"
"1224","X.146.LLM871","GC","","X-146","LLM871","FALSE"
"1225","X.146.trastuzumab","GC","","X-146","trastuzumab","FALSE"
"1226","X.154.LLM871","GC","","X-154","LLM871","FALSE"
"1227","X.158.BYL719 + LJM716","GC","","X-158","BYL719 + LJM716","FALSE"
"1228","X.160.trastuzumab","GC","","X-160","trastuzumab","FALSE"
"1229","X.160.untreated","GC","","X-160","untreated","FALSE"
"1230","X.162.BGJ398","GC","","X-162","BGJ398","FALSE"
"1231","X.162.binimetinib","GC","","X-162","binimetinib","FALSE"
"1232","X.162.BKM120","GC","","X-162","BKM120","FALSE"
"1233","X.162.CLR457","GC","","X-162","CLR457","FALSE"
"1234","X.162.figitumumab","GC","","X-162","figitumumab","FALSE"
"1235","X.162.HDM201","GC","","X-162","HDM201","FALSE"
"1236","X.162.INC280","GC","","X-162","INC280","FALSE"
"1237","X.162.INC280 + trastuzumab","GC","","X-162","INC280 + trastuzumab","FALSE"
"1238","X.162.LJM716","GC","","X-162","LJM716","FALSE"
"1239","X.162.LJM716 + trastuzumab","GC","","X-162","LJM716 + trastuzumab","FALSE"
"1240","X.162.LLM871","GC","","X-162","LLM871","FALSE"
"1241","X.162.trastuzumab","GC","","X-162","trastuzumab","FALSE"
"1242","X.165.CLR457","GC","","X-165","CLR457","FALSE"
"1243","X.165.figitumumab","GC","","X-165","figitumumab","FALSE"
"1244","X.165.LEE011","GC","","X-165","LEE011","FALSE"
"1245","X.165.LLM871","GC","","X-165","LLM871","FALSE"
"1246","X.165.trastuzumab","GC","","X-165","trastuzumab","FALSE"
"1247","X.165.untreated","GC","","X-165","untreated","FALSE"
"1248","X.169.BGJ398","GC","","X-169","BGJ398","FALSE"
"1249","X.169.binimetinib","GC","","X-169","binimetinib","FALSE"
"1250","X.169.BKM120","GC","","X-169","BKM120","FALSE"
"1251","X.169.CLR457","GC","","X-169","CLR457","FALSE"
"1252","X.169.figitumumab","GC","","X-169","figitumumab","FALSE"
"1253","X.169.HDM201","GC","","X-169","HDM201","FALSE"
"1254","X.169.INC280","GC","","X-169","INC280","FALSE"
"1255","X.169.INC280 + trastuzumab","GC","","X-169","INC280 + trastuzumab","FALSE"
"1256","X.169.LEE011","GC","","X-169","LEE011","FALSE"
"1257","X.169.LJM716 + trastuzumab","GC","","X-169","LJM716 + trastuzumab","FALSE"
"1258","X.169.LLM871","GC","","X-169","LLM871","FALSE"
"1259","X.169.trastuzumab","GC","","X-169","trastuzumab","FALSE"
"1260","X.171.INC280 + trastuzumab","GC","","X-171","INC280 + trastuzumab","FALSE"
"1261","X.177.BGJ398","GC","","X-177","BGJ398","FALSE"
"1262","X.177.binimetinib","GC","","X-177","binimetinib","FALSE"
"1263","X.177.BKM120","GC","","X-177","BKM120","FALSE"
"1264","X.177.BYL719","GC","","X-177","BYL719","FALSE"
"1265","X.177.CLR457","GC","","X-177","CLR457","FALSE"
"1266","X.177.figitumumab","GC","","X-177","figitumumab","FALSE"
"1267","X.177.HDM201","GC","","X-177","HDM201","FALSE"
"1268","X.177.INC280","GC","","X-177","INC280","FALSE"
"1269","X.177.INC280 + trastuzumab","GC","","X-177","INC280 + trastuzumab","FALSE"
"1270","X.177.LJM716 + trastuzumab","GC","","X-177","LJM716 + trastuzumab","FALSE"
"1271","X.177.LLM871","GC","","X-177","LLM871","FALSE"
"1272","X.177.trastuzumab","GC","","X-177","trastuzumab","FALSE"
"X.0933.5FFU","X.0933.5FFU","CRC","Colorectal Cancer","X-0933","5FU","TRUE"
"X.0933.biib","X.0933.biib","CRC","Colorectal Cancer","X-0933","binimetinib","TRUE"
"X.0933.BK20","X.0933.BK20","CRC","Colorectal Cancer","X-0933","BKM120","TRUE"
"X.0933.BK20.LJ49","X.0933.BK20.LJ49","CRC","Colorectal Cancer","X-0933","BKM120 + LJC049","TRUE"
"X.0933.BY19","X.0933.BY19","CRC","Colorectal Cancer","X-0933","BYL719","TRUE"
"X.0933.BY19.biib","X.0933.BY19.biib","CRC","Colorectal Cancer","X-0933","BYL719 + binimetinib","TRUE"
"X.0933.BY19.ceab","X.0933.BY19.ceab","CRC","Colorectal Cancer","X-0933","BYL719 + cetuximab","TRUE"
"X.0933.BY19.ceab.enib","X.0933.BY19.ceab.enib","CRC","Colorectal Cancer","X-0933","BYL719 + cetuximab + encorafenib","TRUE"
"X.0933.BY19.enib","X.0933.BY19.enib","CRC","Colorectal Cancer","X-0933","BYL719 + encorafenib","TRUE"
"X.0933.BY19.LJ16","X.0933.BY19.LJ16","CRC","Colorectal Cancer","X-0933","BYL719 + LJM716","TRUE"
"X.0933.ceab","X.0933.ceab","CRC","Colorectal Cancer","X-0933","cetuximab","TRUE"
"X.0933.ceab.enib","X.0933.ceab.enib","CRC","Colorectal Cancer","X-0933","cetuximab + encorafenib","TRUE"
"X.0933.CG97","X.0933.CG97","CRC","Colorectal Cancer","X-0933","CGM097","TRUE"
"X.0933.CK20","X.0933.CK20","CRC","Colorectal Cancer","X-0933","CKX620","TRUE"
"X.0933.CL57","X.0933.CL57","CRC","Colorectal Cancer","X-0933","CLR457","TRUE"
"X.0933.enib","X.0933.enib","CRC","Colorectal Cancer","X-0933","encorafenib","TRUE"
"X.0933.HD01","X.0933.HD01","CRC","Colorectal Cancer","X-0933","HDM201","TRUE"
"X.0933.LE11","X.0933.LE11","CRC","Colorectal Cancer","X-0933","LEE011","TRUE"
"X.0933.LF27.biib","X.0933.LF27.biib","CRC","Colorectal Cancer","X-0933","LFW527 + binimetinib","TRUE"
"X.0933.LJ49","X.0933.LJ49","CRC","Colorectal Cancer","X-0933","LJC049","TRUE"
"X.0933.LK36","X.0933.LK36","CRC","Colorectal Cancer","X-0933","LKA136","TRUE"
"X.0933.uned","X.0933.uned","CRC","Colorectal Cancer","X-0933","untreated","TRUE"
"X.0988.LF27.biib","X.0988.LF27.biib","CRC","Colorectal Cancer","X-0988","LFW527 + binimetinib","TRUE"
"X.0992.LF27.biib","X.0992.LF27.biib","CRC","Colorectal Cancer","X-0992","LFW527 + binimetinib","TRUE"
"X.1027.5FFU","X.1027.5FFU","CRC","Colorectal Cancer","X-1027","5FU","TRUE"
"X.1027.biib","X.1027.biib","CRC","Colorectal Cancer","X-1027","binimetinib","TRUE"
"X.1027.BK20","X.1027.BK20","CRC","Colorectal Cancer","X-1027","BKM120","TRUE"
"X.1027.BK20.LJ49","X.1027.BK20.LJ49","CRC","Colorectal Cancer","X-1027","BKM120 + LJC049","TRUE"
"X.1027.BY19","X.1027.BY19","CRC","Colorectal Cancer","X-1027","BYL719","TRUE"
"X.1027.BY19.biib","X.1027.BY19.biib","CRC","Colorectal Cancer","X-1027","BYL719 + binimetinib","TRUE"
"X.1027.BY19.ceab","X.1027.BY19.ceab","CRC","Colorectal Cancer","X-1027","BYL719 + cetuximab","TRUE"
"X.1027.BY19.ceab.enib","X.1027.BY19.ceab.enib","CRC","Colorectal Cancer","X-1027","BYL719 + cetuximab + encorafenib","TRUE"
"X.1027.BY19.enib","X.1027.BY19.enib","CRC","Colorectal Cancer","X-1027","BYL719 + encorafenib","TRUE"
"X.1027.BY19.LJ16","X.1027.BY19.LJ16","CRC","Colorectal Cancer","X-1027","BYL719 + LJM716","TRUE"
"X.1027.ceab","X.1027.ceab","CRC","Colorectal Cancer","X-1027","cetuximab","TRUE"
"X.1027.ceab.enib","X.1027.ceab.enib","CRC","Colorectal Cancer","X-1027","cetuximab + encorafenib","TRUE"
"X.1027.CG97","X.1027.CG97","CRC","Colorectal Cancer","X-1027","CGM097","TRUE"
"X.1027.CK20","X.1027.CK20","CRC","Colorectal Cancer","X-1027","CKX620","TRUE"
"X.1027.CL57","X.1027.CL57","CRC","Colorectal Cancer","X-1027","CLR457","TRUE"
"X.1027.enib","X.1027.enib","CRC","Colorectal Cancer","X-1027","encorafenib","TRUE"
