model_id,tissue_id,tissue,patient_id,drug,tested,dataset
X.0933.BKM120 + binimetinib,CRC,,X-0933,BKM120 + binimetinib,FALSE,2
X.0933.BKM120 + LDE225,CRC,,X-0933,BKM120 + LDE225,FALSE,2
X.0933.figitumumab,CRC,,X-0933,figitumumab,FALSE,2
X.0933.figitumumab + binimetinib,CRC,,X-0933,figitumumab + binimetinib,FALSE,2
X.0933.gemcitabine-50mpk,CRC,,X-0933,gemcitabine-50mpk,FALSE,2
X.0933.INC424,CRC,,X-0933,INC424,FALSE,2
X.0933.INC424 + binimetinib,CRC,,X-0933,INC424 + binimetinib,FALSE,2
X.0933.trametinib,CRC,,X-0933,trametinib,FALSE,2
X.0933.WNT974,CRC,,X-0933,WNT974,FALSE,2
X.0988.5FU,CRC,,X-0988,5FU,FALSE,2
X.0988.binimetinib,CRC,,X-0988,binimetinib,FALSE,2
X.0988.BKM120,CRC,,X-0988,BKM120,FALSE,2
X.0988.BKM120 + LJC049,CRC,,X-0988,BKM120 + LJC049,FALSE,2
X.0988.BYL719,CRC,,X-0988,BYL719,FALSE,2
X.0988.BYL719 + binimetinib,CRC,,X-0988,BYL719 + binimetinib,FALSE,2
X.0988.BYL719 + cetuximab,CRC,,X-0988,BYL719 + cetuximab,FALSE,2
X.0988.BYL719 + cetuximab + encorafenib,CRC,,X-0988,BYL719 + cetuximab + encorafenib,FALSE,2
X.0988.BYL719 + encorafenib,CRC,,X-0988,BYL719 + encorafenib,FALSE,2
X.0988.BYL719 + LJM716,CRC,,X-0988,BYL719 + LJM716,FALSE,2
X.0988.cetuximab,CRC,,X-0988,cetuximab,FALSE,2
X.0988.cetuximab + encorafenib,CRC,,X-0988,cetuximab + encorafenib,FALSE,2
X.0988.CGM097,CRC,,X-0988,CGM097,FALSE,2
X.0988.CKX620,CRC,,X-0988,CKX620,FALSE,2
X.0988.CLR457,CRC,,X-0988,CLR457,FALSE,2
X.0988.encorafenib,CRC,,X-0988,encorafenib,FALSE,2
X.0988.HDM201,CRC,,X-0988,HDM201,FALSE,2
X.0988.LEE011,CRC,,X-0988,LEE011,FALSE,2
X.0988.LJC049,CRC,,X-0988,LJC049,FALSE,2
X.0988.LKA136,CRC,,X-0988,LKA136,FALSE,2
X.0988.untreated,CRC,,X-0988,untreated,FALSE,2
X.0988.abraxane,CRC,,X-0988,abraxane,FALSE,2
X.0988.binimetinib-3.5mpk,CRC,,X-0988,binimetinib-3.5mpk,FALSE,2
X.0988.BKM120 + binimetinib,CRC,,X-0988,BKM120 + binimetinib,FALSE,2
X.0988.BKM120 + LDE225,CRC,,X-0988,BKM120 + LDE225,FALSE,2
X.0988.figitumumab,CRC,,X-0988,figitumumab,FALSE,2
X.0988.figitumumab + binimetinib,CRC,,X-0988,figitumumab + binimetinib,FALSE,2
X.0988.gemcitabine-50mpk,CRC,,X-0988,gemcitabine-50mpk,FALSE,2
X.0988.INC424,CRC,,X-0988,INC424,FALSE,2
X.0988.INC424 + binimetinib,CRC,,X-0988,INC424 + binimetinib,FALSE,2
X.0988.trametinib,CRC,,X-0988,trametinib,FALSE,2
X.0988.WNT974,CRC,,X-0988,WNT974,FALSE,2
X.0992.5FU,CRC,,X-0992,5FU,FALSE,2
X.0992.binimetinib,CRC,,X-0992,binimetinib,FALSE,2
X.0992.BKM120,CRC,,X-0992,BKM120,FALSE,2
X.0992.BKM120 + LJC049,CRC,,X-0992,BKM120 + LJC049,FALSE,2
X.0992.BYL719,CRC,,X-0992,BYL719,FALSE,2
X.0992.BYL719 + binimetinib,CRC,,X-0992,BYL719 + binimetinib,FALSE,2
X.0992.BYL719 + cetuximab,CRC,,X-0992,BYL719 + cetuximab,FALSE,2
X.0992.BYL719 + cetuximab + encorafenib,CRC,,X-0992,BYL719 + cetuximab + encorafenib,FALSE,2
X.0992.BYL719 + encorafenib,CRC,,X-0992,BYL719 + encorafenib,FALSE,2
X.0992.BYL719 + LJM716,CRC,,X-0992,BYL719 + LJM716,FALSE,2
X.0992.cetuximab,CRC,,X-0992,cetuximab,FALSE,2
X.0992.cetuximab + encorafenib,CRC,,X-0992,cetuximab + encorafenib,FALSE,2
X.0992.CGM097,CRC,,X-0992,CGM097,FALSE,2
X.0992.CKX620,CRC,,X-0992,CKX620,FALSE,2
X.0992.CLR457,CRC,,X-0992,CLR457,FALSE,2
X.0992.encorafenib,CRC,,X-0992,encorafenib,FALSE,2
X.0992.HDM201,CRC,,X-0992,HDM201,FALSE,2
X.0992.LEE011,CRC,,X-0992,LEE011,FALSE,2
X.0992.LJC049,CRC,,X-0992,LJC049,FALSE,2
X.0992.LKA136,CRC,,X-0992,LKA136,FALSE,2
X.0992.untreated,CRC,,X-0992,untreated,FALSE,2
X.0992.abraxane,CRC,,X-0992,abraxane,FALSE,2
X.0992.binimetinib-3.5mpk,CRC,,X-0992,binimetinib-3.5mpk,FALSE,2
X.0992.BKM120 + binimetinib,CRC,,X-0992,BKM120 + binimetinib,FALSE,2
X.0992.BKM120 + LDE225,CRC,,X-0992,BKM120 + LDE225,FALSE,2
X.0992.figitumumab,CRC,,X-0992,figitumumab,FALSE,2
X.0992.figitumumab + binimetinib,CRC,,X-0992,figitumumab + binimetinib,FALSE,2
X.0992.gemcitabine-50mpk,CRC,,X-0992,gemcitabine-50mpk,FALSE,2
X.0992.INC424,CRC,,X-0992,INC424,FALSE,2
X.0992.INC424 + binimetinib,CRC,,X-0992,INC424 + binimetinib,FALSE,2
X.0992.trametinib,CRC,,X-0992,trametinib,FALSE,2
X.0992.WNT974,CRC,,X-0992,WNT974,FALSE,2
X.1027.LFW527 + binimetinib,CRC,,X-1027,LFW527 + binimetinib,FALSE,2
X.1027.abraxane,CRC,,X-1027,abraxane,FALSE,2
X.1027.binimetinib-3.5mpk,CRC,,X-1027,binimetinib-3.5mpk,FALSE,2
X.1027.BKM120 + binimetinib,CRC,,X-1027,BKM120 + binimetinib,FALSE,2
X.1027.BKM120 + LDE225,CRC,,X-1027,BKM120 + LDE225,FALSE,2
X.1027.figitumumab,CRC,,X-1027,figitumumab,FALSE,2
X.1027.figitumumab + binimetinib,CRC,,X-1027,figitumumab + binimetinib,FALSE,2
X.1027.gemcitabine-50mpk,CRC,,X-1027,gemcitabine-50mpk,FALSE,2
X.1027.INC424,CRC,,X-1027,INC424,FALSE,2
X.1027.INC424 + binimetinib,CRC,,X-1027,INC424 + binimetinib,FALSE,2
X.1027.trametinib,CRC,,X-1027,trametinib,FALSE,2
X.1027.WNT974,CRC,,X-1027,WNT974,FALSE,2
X.1055.abraxane,CRC,,X-1055,abraxane,FALSE,2
X.1055.binimetinib-3.5mpk,CRC,,X-1055,binimetinib-3.5mpk,FALSE,2
X.1055.BKM120 + binimetinib,CRC,,X-1055,BKM120 + binimetinib,FALSE,2
X.1055.BKM120 + LDE225,CRC,,X-1055,BKM120 + LDE225,FALSE,2
X.1055.figitumumab,CRC,,X-1055,figitumumab,FALSE,2
X.1055.figitumumab + binimetinib,CRC,,X-1055,figitumumab + binimetinib,FALSE,2
X.1055.gemcitabine-50mpk,CRC,,X-1055,gemcitabine-50mpk,FALSE,2
X.1055.INC424,CRC,,X-1055,INC424,FALSE,2
X.1055.INC424 + binimetinib,CRC,,X-1055,INC424 + binimetinib,FALSE,2
X.1055.trametinib,CRC,,X-1055,trametinib,FALSE,2
X.1055.WNT974,CRC,,X-1055,WNT974,FALSE,2
X.1119.abraxane,CRC,,X-1119,abraxane,FALSE,2
X.1119.binimetinib-3.5mpk,CRC,,X-1119,binimetinib-3.5mpk,FALSE,2
X.1119.BKM120 + binimetinib,CRC,,X-1119,BKM120 + binimetinib,FALSE,2
X.1119.BKM120 + LDE225,CRC,,X-1119,BKM120 + LDE225,FALSE,2
X.1119.figitumumab,CRC,,X-1119,figitumumab,FALSE,2
X.1119.figitumumab + binimetinib,CRC,,X-1119,figitumumab + binimetinib,FALSE,2
X.1119.gemcitabine-50mpk,CRC,,X-1119,gemcitabine-50mpk,FALSE,2
X.1119.INC424,CRC,,X-1119,INC424,FALSE,2
X.1119.INC424 + binimetinib,CRC,,X-1119,INC424 + binimetinib,FALSE,2
X.1119.trametinib,CRC,,X-1119,trametinib,FALSE,2
X.1119.WNT974,CRC,,X-1119,WNT974,FALSE,2
X.1167.abraxane,CRC,,X-1167,abraxane,FALSE,2
X.1167.binimetinib-3.5mpk,CRC,,X-1167,binimetinib-3.5mpk,FALSE,2
X.1167.BKM120 + binimetinib,CRC,,X-1167,BKM120 + binimetinib,FALSE,2
X.1167.BKM120 + LDE225,CRC,,X-1167,BKM120 + LDE225,FALSE,2
X.1167.figitumumab,CRC,,X-1167,figitumumab,FALSE,2
X.1167.figitumumab + binimetinib,CRC,,X-1167,figitumumab + binimetinib,FALSE,2
X.1167.gemcitabine-50mpk,CRC,,X-1167,gemcitabine-50mpk,FALSE,2
X.1167.INC424,CRC,,X-1167,INC424,FALSE,2
X.1167.INC424 + binimetinib,CRC,,X-1167,INC424 + binimetinib,FALSE,2
X.1167.trametinib,CRC,,X-1167,trametinib,FALSE,2
X.1167.WNT974,CRC,,X-1167,WNT974,FALSE,2
X.1173.LFW527 + binimetinib,CRC,,X-1173,LFW527 + binimetinib,FALSE,2
X.1173.abraxane,CRC,,X-1173,abraxane,FALSE,2
X.1173.binimetinib-3.5mpk,CRC,,X-1173,binimetinib-3.5mpk,FALSE,2
X.1173.BKM120 + binimetinib,CRC,,X-1173,BKM120 + binimetinib,FALSE,2
X.1173.BKM120 + LDE225,CRC,,X-1173,BKM120 + LDE225,FALSE,2
X.1173.figitumumab,CRC,,X-1173,figitumumab,FALSE,2
X.1173.figitumumab + binimetinib,CRC,,X-1173,figitumumab + binimetinib,FALSE,2
X.1173.gemcitabine-50mpk,CRC,,X-1173,gemcitabine-50mpk,FALSE,2
X.1173.INC424,CRC,,X-1173,INC424,FALSE,2
X.1173.INC424 + binimetinib,CRC,,X-1173,INC424 + binimetinib,FALSE,2
X.1173.trametinib,CRC,,X-1173,trametinib,FALSE,2
X.1173.WNT974,CRC,,X-1173,WNT974,FALSE,2
X.1210.5FU,CRC,,X-1210,5FU,FALSE,2
X.1210.binimetinib,CRC,,X-1210,binimetinib,FALSE,2
X.1210.BKM120,CRC,,X-1210,BKM120,FALSE,2
X.1210.BKM120 + LJC049,CRC,,X-1210,BKM120 + LJC049,FALSE,2
X.1210.BYL719,CRC,,X-1210,BYL719,FALSE,2
X.1210.BYL719 + binimetinib,CRC,,X-1210,BYL719 + binimetinib,FALSE,2
X.1210.BYL719 + cetuximab,CRC,,X-1210,BYL719 + cetuximab,FALSE,2
X.1210.BYL719 + cetuximab + encorafenib,CRC,,X-1210,BYL719 + cetuximab + encorafenib,FALSE,2
X.1210.BYL719 + encorafenib,CRC,,X-1210,BYL719 + encorafenib,FALSE,2
X.1210.BYL719 + LJM716,CRC,,X-1210,BYL719 + LJM716,FALSE,2
X.1210.cetuximab,CRC,,X-1210,cetuximab,FALSE,2
X.1210.cetuximab + encorafenib,CRC,,X-1210,cetuximab + encorafenib,FALSE,2
X.1210.CGM097,CRC,,X-1210,CGM097,FALSE,2
X.1210.CKX620,CRC,,X-1210,CKX620,FALSE,2
X.1210.CLR457,CRC,,X-1210,CLR457,FALSE,2
X.1210.encorafenib,CRC,,X-1210,encorafenib,FALSE,2
X.1210.HDM201,CRC,,X-1210,HDM201,FALSE,2
X.1210.LEE011,CRC,,X-1210,LEE011,FALSE,2
X.1210.LJC049,CRC,,X-1210,LJC049,FALSE,2
X.1210.LKA136,CRC,,X-1210,LKA136,FALSE,2
X.1210.untreated,CRC,,X-1210,untreated,FALSE,2
X.1210.abraxane,CRC,,X-1210,abraxane,FALSE,2
X.1210.binimetinib-3.5mpk,CRC,,X-1210,binimetinib-3.5mpk,FALSE,2
X.1210.BKM120 + binimetinib,CRC,,X-1210,BKM120 + binimetinib,FALSE,2
X.1210.BKM120 + LDE225,CRC,,X-1210,BKM120 + LDE225,FALSE,2
X.1210.figitumumab,CRC,,X-1210,figitumumab,FALSE,2
X.1210.figitumumab + binimetinib,CRC,,X-1210,figitumumab + binimetinib,FALSE,2
X.1210.gemcitabine-50mpk,CRC,,X-1210,gemcitabine-50mpk,FALSE,2
X.1210.INC424,CRC,,X-1210,INC424,FALSE,2
X.1210.INC424 + binimetinib,CRC,,X-1210,INC424 + binimetinib,FALSE,2
X.1210.trametinib,CRC,,X-1210,trametinib,FALSE,2
X.1210.WNT974,CRC,,X-1210,WNT974,FALSE,2
X.1234.5FU,CRC,,X-1234,5FU,FALSE,2
X.1234.binimetinib,CRC,,X-1234,binimetinib,FALSE,2
X.1234.BKM120,CRC,,X-1234,BKM120,FALSE,2
X.1234.BKM120 + LJC049,CRC,,X-1234,BKM120 + LJC049,FALSE,2
X.1234.BYL719,CRC,,X-1234,BYL719,FALSE,2
X.1234.BYL719 + binimetinib,CRC,,X-1234,BYL719 + binimetinib,FALSE,2
X.1234.BYL719 + cetuximab,CRC,,X-1234,BYL719 + cetuximab,FALSE,2
X.1234.BYL719 + cetuximab + encorafenib,CRC,,X-1234,BYL719 + cetuximab + encorafenib,FALSE,2
X.1234.BYL719 + encorafenib,CRC,,X-1234,BYL719 + encorafenib,FALSE,2
X.1234.BYL719 + LJM716,CRC,,X-1234,BYL719 + LJM716,FALSE,2
X.1234.cetuximab,CRC,,X-1234,cetuximab,FALSE,2
X.1234.cetuximab + encorafenib,CRC,,X-1234,cetuximab + encorafenib,FALSE,2
X.1234.CGM097,CRC,,X-1234,CGM097,FALSE,2
X.1234.CKX620,CRC,,X-1234,CKX620,FALSE,2
X.1234.CLR457,CRC,,X-1234,CLR457,FALSE,2
X.1234.encorafenib,CRC,,X-1234,encorafenib,FALSE,2
X.1234.HDM201,CRC,,X-1234,HDM201,FALSE,2
X.1234.LEE011,CRC,,X-1234,LEE011,FALSE,2
X.1234.LJC049,CRC,,X-1234,LJC049,FALSE,2
X.1234.LKA136,CRC,,X-1234,LKA136,FALSE,2
X.1234.untreated,CRC,,X-1234,untreated,FALSE,2
X.1234.abraxane,CRC,,X-1234,abraxane,FALSE,2
X.1234.binimetinib-3.5mpk,CRC,,X-1234,binimetinib-3.5mpk,FALSE,2
X.1234.BKM120 + binimetinib,CRC,,X-1234,BKM120 + binimetinib,FALSE,2
X.1234.BKM120 + LDE225,CRC,,X-1234,BKM120 + LDE225,FALSE,2
X.1234.figitumumab,CRC,,X-1234,figitumumab,FALSE,2
X.1234.figitumumab + binimetinib,CRC,,X-1234,figitumumab + binimetinib,FALSE,2
X.1234.gemcitabine-50mpk,CRC,,X-1234,gemcitabine-50mpk,FALSE,2
X.1234.INC424,CRC,,X-1234,INC424,FALSE,2
X.1234.INC424 + binimetinib,CRC,,X-1234,INC424 + binimetinib,FALSE,2
X.1234.trametinib,CRC,,X-1234,trametinib,FALSE,2
X.1234.WNT974,CRC,,X-1234,WNT974,FALSE,2
X.1256.5FU,CRC,,X-1256,5FU,FALSE,2
X.1256.binimetinib,CRC,,X-1256,binimetinib,FALSE,2
X.1256.BKM120,CRC,,X-1256,BKM120,FALSE,2
X.1256.BKM120 + LJC049,CRC,,X-1256,BKM120 + LJC049,FALSE,2
X.1256.BYL719,CRC,,X-1256,BYL719,FALSE,2
X.1256.BYL719 + binimetinib,CRC,,X-1256,BYL719 + binimetinib,FALSE,2
X.1256.BYL719 + cetuximab,CRC,,X-1256,BYL719 + cetuximab,FALSE,2
X.1256.BYL719 + cetuximab + encorafenib,CRC,,X-1256,BYL719 + cetuximab + encorafenib,FALSE,2
X.1256.BYL719 + encorafenib,CRC,,X-1256,BYL719 + encorafenib,FALSE,2
X.1256.BYL719 + LJM716,CRC,,X-1256,BYL719 + LJM716,FALSE,2
X.1256.cetuximab,CRC,,X-1256,cetuximab,FALSE,2
X.1256.cetuximab + encorafenib,CRC,,X-1256,cetuximab + encorafenib,FALSE,2
X.1256.CGM097,CRC,,X-1256,CGM097,FALSE,2
X.1256.CKX620,CRC,,X-1256,CKX620,FALSE,2
X.1256.CLR457,CRC,,X-1256,CLR457,FALSE,2
X.1256.encorafenib,CRC,,X-1256,encorafenib,FALSE,2
X.1256.HDM201,CRC,,X-1256,HDM201,FALSE,2
X.1256.LEE011,CRC,,X-1256,LEE011,FALSE,2
X.1256.LJC049,CRC,,X-1256,LJC049,FALSE,2
X.1256.LKA136,CRC,,X-1256,LKA136,FALSE,2
X.1256.untreated,CRC,,X-1256,untreated,FALSE,2
X.1256.abraxane,CRC,,X-1256,abraxane,FALSE,2
X.1256.binimetinib-3.5mpk,CRC,,X-1256,binimetinib-3.5mpk,FALSE,2
X.1256.BKM120 + binimetinib,CRC,,X-1256,BKM120 + binimetinib,FALSE,2
X.1256.BKM120 + LDE225,CRC,,X-1256,BKM120 + LDE225,FALSE,2
X.1256.figitumumab,CRC,,X-1256,figitumumab,FALSE,2
X.1256.figitumumab + binimetinib,CRC,,X-1256,figitumumab + binimetinib,FALSE,2
X.1256.gemcitabine-50mpk,CRC,,X-1256,gemcitabine-50mpk,FALSE,2
X.1256.INC424,CRC,,X-1256,INC424,FALSE,2
X.1256.INC424 + binimetinib,CRC,,X-1256,INC424 + binimetinib,FALSE,2
X.1256.trametinib,CRC,,X-1256,trametinib,FALSE,2
X.1256.WNT974,CRC,,X-1256,WNT974,FALSE,2
X.1270.LFW527 + binimetinib,CRC,,X-1270,LFW527 + binimetinib,FALSE,2
X.1270.abraxane,CRC,,X-1270,abraxane,FALSE,2
X.1270.binimetinib-3.5mpk,CRC,,X-1270,binimetinib-3.5mpk,FALSE,2
X.1270.BKM120 + binimetinib,CRC,,X-1270,BKM120 + binimetinib,FALSE,2
X.1270.BKM120 + LDE225,CRC,,X-1270,BKM120 + LDE225,FALSE,2
X.1270.figitumumab,CRC,,X-1270,figitumumab,FALSE,2
X.1270.figitumumab + binimetinib,CRC,,X-1270,figitumumab + binimetinib,FALSE,2
X.1270.gemcitabine-50mpk,CRC,,X-1270,gemcitabine-50mpk,FALSE,2
X.1270.INC424,CRC,,X-1270,INC424,FALSE,2
X.1270.INC424 + binimetinib,CRC,,X-1270,INC424 + binimetinib,FALSE,2
X.1270.trametinib,CRC,,X-1270,trametinib,FALSE,2
X.1270.WNT974,CRC,,X-1270,WNT974,FALSE,2
X.1290.abraxane,CRC,,X-1290,abraxane,FALSE,2
X.1290.binimetinib-3.5mpk,CRC,,X-1290,binimetinib-3.5mpk,FALSE,2
X.1290.BKM120 + binimetinib,CRC,,X-1290,BKM120 + binimetinib,FALSE,2
X.1290.BKM120 + LDE225,CRC,,X-1290,BKM120 + LDE225,FALSE,2
X.1290.figitumumab,CRC,,X-1290,figitumumab,FALSE,2
X.1290.figitumumab + binimetinib,CRC,,X-1290,figitumumab + binimetinib,FALSE,2
X.1290.gemcitabine-50mpk,CRC,,X-1290,gemcitabine-50mpk,FALSE,2
X.1290.INC424,CRC,,X-1290,INC424,FALSE,2
X.1290.INC424 + binimetinib,CRC,,X-1290,INC424 + binimetinib,FALSE,2
X.1290.trametinib,CRC,,X-1290,trametinib,FALSE,2
X.1290.WNT974,CRC,,X-1290,WNT974,FALSE,2
X.1303.BKM120 + LJC049,CRC,,X-1303,BKM120 + LJC049,FALSE,2
X.1303.BYL719 + encorafenib,CRC,,X-1303,BYL719 + encorafenib,FALSE,2
X.1303.abraxane,CRC,,X-1303,abraxane,FALSE,2
X.1303.binimetinib-3.5mpk,CRC,,X-1303,binimetinib-3.5mpk,FALSE,2
X.1303.BKM120 + binimetinib,CRC,,X-1303,BKM120 + binimetinib,FALSE,2
X.1303.BKM120 + LDE225,CRC,,X-1303,BKM120 + LDE225,FALSE,2
X.1303.figitumumab,CRC,,X-1303,figitumumab,FALSE,2
X.1303.figitumumab + binimetinib,CRC,,X-1303,figitumumab + binimetinib,FALSE,2
X.1303.gemcitabine-50mpk,CRC,,X-1303,gemcitabine-50mpk,FALSE,2
X.1303.INC424,CRC,,X-1303,INC424,FALSE,2
X.1303.INC424 + binimetinib,CRC,,X-1303,INC424 + binimetinib,FALSE,2
X.1303.trametinib,CRC,,X-1303,trametinib,FALSE,2
X.1303.WNT974,CRC,,X-1303,WNT974,FALSE,2
X.1310.5FU,CRC,,X-1310,5FU,FALSE,2
X.1310.binimetinib,CRC,,X-1310,binimetinib,FALSE,2
X.1310.BKM120,CRC,,X-1310,BKM120,FALSE,2
X.1310.BKM120 + LJC049,CRC,,X-1310,BKM120 + LJC049,FALSE,2
X.1310.BYL719,CRC,,X-1310,BYL719,FALSE,2
X.1310.BYL719 + binimetinib,CRC,,X-1310,BYL719 + binimetinib,FALSE,2
X.1310.BYL719 + cetuximab,CRC,,X-1310,BYL719 + cetuximab,FALSE,2
X.1310.BYL719 + cetuximab + encorafenib,CRC,,X-1310,BYL719 + cetuximab + encorafenib,FALSE,2
X.1310.BYL719 + encorafenib,CRC,,X-1310,BYL719 + encorafenib,FALSE,2
X.1310.BYL719 + LJM716,CRC,,X-1310,BYL719 + LJM716,FALSE,2
X.1310.cetuximab,CRC,,X-1310,cetuximab,FALSE,2
X.1310.cetuximab + encorafenib,CRC,,X-1310,cetuximab + encorafenib,FALSE,2
X.1310.CGM097,CRC,,X-1310,CGM097,FALSE,2
X.1310.CKX620,CRC,,X-1310,CKX620,FALSE,2
X.1310.CLR457,CRC,,X-1310,CLR457,FALSE,2
X.1310.encorafenib,CRC,,X-1310,encorafenib,FALSE,2
X.1310.HDM201,CRC,,X-1310,HDM201,FALSE,2
X.1310.LEE011,CRC,,X-1310,LEE011,FALSE,2
X.1310.LJC049,CRC,,X-1310,LJC049,FALSE,2
X.1310.LKA136,CRC,,X-1310,LKA136,FALSE,2
X.1310.untreated,CRC,,X-1310,untreated,FALSE,2
X.1310.abraxane,CRC,,X-1310,abraxane,FALSE,2
X.1310.binimetinib-3.5mpk,CRC,,X-1310,binimetinib-3.5mpk,FALSE,2
X.1310.BKM120 + binimetinib,CRC,,X-1310,BKM120 + binimetinib,FALSE,2
X.1310.BKM120 + LDE225,CRC,,X-1310,BKM120 + LDE225,FALSE,2
X.1310.figitumumab,CRC,,X-1310,figitumumab,FALSE,2
X.1310.figitumumab + binimetinib,CRC,,X-1310,figitumumab + binimetinib,FALSE,2
X.1310.gemcitabine-50mpk,CRC,,X-1310,gemcitabine-50mpk,FALSE,2
X.1310.INC424,CRC,,X-1310,INC424,FALSE,2
X.1310.INC424 + binimetinib,CRC,,X-1310,INC424 + binimetinib,FALSE,2
X.1310.trametinib,CRC,,X-1310,trametinib,FALSE,2
X.1310.WNT974,CRC,,X-1310,WNT974,FALSE,2
X.1329.abraxane,CRC,,X-1329,abraxane,FALSE,2
X.1329.binimetinib-3.5mpk,CRC,,X-1329,binimetinib-3.5mpk,FALSE,2
X.1329.BKM120 + binimetinib,CRC,,X-1329,BKM120 + binimetinib,FALSE,2
X.1329.BKM120 + LDE225,CRC,,X-1329,BKM120 + LDE225,FALSE,2
X.1329.figitumumab,CRC,,X-1329,figitumumab,FALSE,2
X.1329.figitumumab + binimetinib,CRC,,X-1329,figitumumab + binimetinib,FALSE,2
X.1329.gemcitabine-50mpk,CRC,,X-1329,gemcitabine-50mpk,FALSE,2
X.1329.INC424,CRC,,X-1329,INC424,FALSE,2
X.1329.INC424 + binimetinib,CRC,,X-1329,INC424 + binimetinib,FALSE,2
X.1329.trametinib,CRC,,X-1329,trametinib,FALSE,2
X.1329.WNT974,CRC,,X-1329,WNT974,FALSE,2
X.1333.5FU,CRC,,X-1333,5FU,FALSE,2
X.1333.binimetinib,CRC,,X-1333,binimetinib,FALSE,2
X.1333.BKM120,CRC,,X-1333,BKM120,FALSE,2
X.1333.BKM120 + LJC049,CRC,,X-1333,BKM120 + LJC049,FALSE,2
X.1333.BYL719,CRC,,X-1333,BYL719,FALSE,2
X.1333.BYL719 + binimetinib,CRC,,X-1333,BYL719 + binimetinib,FALSE,2
X.1333.BYL719 + cetuximab,CRC,,X-1333,BYL719 + cetuximab,FALSE,2
X.1333.BYL719 + cetuximab + encorafenib,CRC,,X-1333,BYL719 + cetuximab + encorafenib,FALSE,2
X.1333.BYL719 + encorafenib,CRC,,X-1333,BYL719 + encorafenib,FALSE,2
X.1333.BYL719 + LJM716,CRC,,X-1333,BYL719 + LJM716,FALSE,2
X.1333.cetuximab,CRC,,X-1333,cetuximab,FALSE,2
X.1333.cetuximab + encorafenib,CRC,,X-1333,cetuximab + encorafenib,FALSE,2
X.1333.CGM097,CRC,,X-1333,CGM097,FALSE,2
X.1333.CKX620,CRC,,X-1333,CKX620,FALSE,2
X.1333.CLR457,CRC,,X-1333,CLR457,FALSE,2
X.1333.encorafenib,CRC,,X-1333,encorafenib,FALSE,2
X.1333.HDM201,CRC,,X-1333,HDM201,FALSE,2
X.1333.LEE011,CRC,,X-1333,LEE011,FALSE,2
X.1333.LJC049,CRC,,X-1333,LJC049,FALSE,2
X.1333.LKA136,CRC,,X-1333,LKA136,FALSE,2
X.1333.untreated,CRC,,X-1333,untreated,FALSE,2
X.1333.abraxane,CRC,,X-1333,abraxane,FALSE,2
X.1333.binimetinib-3.5mpk,CRC,,X-1333,binimetinib-3.5mpk,FALSE,2
X.1333.BKM120 + binimetinib,CRC,,X-1333,BKM120 + binimetinib,FALSE,2
X.1333.BKM120 + LDE225,CRC,,X-1333,BKM120 + LDE225,FALSE,2
X.1333.figitumumab,CRC,,X-1333,figitumumab,FALSE,2
X.1333.figitumumab + binimetinib,CRC,,X-1333,figitumumab + binimetinib,FALSE,2
X.1333.gemcitabine-50mpk,CRC,,X-1333,gemcitabine-50mpk,FALSE,2
X.1333.INC424,CRC,,X-1333,INC424,FALSE,2
X.1333.INC424 + binimetinib,CRC,,X-1333,INC424 + binimetinib,FALSE,2
X.1333.trametinib,CRC,,X-1333,trametinib,FALSE,2
X.1333.WNT974,CRC,,X-1333,WNT974,FALSE,2
X.1402.5FU,CRC,,X-1402,5FU,FALSE,2
X.1402.binimetinib,CRC,,X-1402,binimetinib,FALSE,2
X.1402.BKM120,CRC,,X-1402,BKM120,FALSE,2
X.1402.BKM120 + LJC049,CRC,,X-1402,BKM120 + LJC049,FALSE,2
X.1402.BYL719,CRC,,X-1402,BYL719,FALSE,2
X.1402.BYL719 + binimetinib,CRC,,X-1402,BYL719 + binimetinib,FALSE,2
X.1402.BYL719 + cetuximab,CRC,,X-1402,BYL719 + cetuximab,FALSE,2
X.1402.BYL719 + cetuximab + encorafenib,CRC,,X-1402,BYL719 + cetuximab + encorafenib,FALSE,2
X.1402.BYL719 + encorafenib,CRC,,X-1402,BYL719 + encorafenib,FALSE,2
X.1402.BYL719 + LJM716,CRC,,X-1402,BYL719 + LJM716,FALSE,2
X.1402.cetuximab,CRC,,X-1402,cetuximab,FALSE,2
X.1402.cetuximab + encorafenib,CRC,,X-1402,cetuximab + encorafenib,FALSE,2
X.1402.CGM097,CRC,,X-1402,CGM097,FALSE,2
X.1402.CKX620,CRC,,X-1402,CKX620,FALSE,2
X.1402.CLR457,CRC,,X-1402,CLR457,FALSE,2
X.1402.encorafenib,CRC,,X-1402,encorafenib,FALSE,2
X.1402.HDM201,CRC,,X-1402,HDM201,FALSE,2
X.1402.LEE011,CRC,,X-1402,LEE011,FALSE,2
X.1402.LJC049,CRC,,X-1402,LJC049,FALSE,2
X.1402.LKA136,CRC,,X-1402,LKA136,FALSE,2
X.1402.untreated,CRC,,X-1402,untreated,FALSE,2
X.1402.abraxane,CRC,,X-1402,abraxane,FALSE,2
X.1402.binimetinib-3.5mpk,CRC,,X-1402,binimetinib-3.5mpk,FALSE,2
X.1402.BKM120 + binimetinib,CRC,,X-1402,BKM120 + binimetinib,FALSE,2
X.1402.BKM120 + LDE225,CRC,,X-1402,BKM120 + LDE225,FALSE,2
X.1402.figitumumab,CRC,,X-1402,figitumumab,FALSE,2
